day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,50100,RAINFOREST_RESIN,10002,4,9996,2,9995,22,10004,2,10005,22,,,10003,814
1,50100,SQUID_INK,1832,24,,,,,1835,24,,,,,1833.5,235.109375
1,50200,SQUID_INK,1832,29,,,,,1835,29,,,,,1833.5,237.46875
1,50200,KELP,2034,29,,,,,2037,29,,,,,2035.5,233.125
1,50200,RAINFOREST_RESIN,9996,1,9995,28,,,10004,1,10005,28,,,10000,862
1,50300,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,862
1,50300,SQUID_INK,1832,23,,,,,1833,4,1835,23,,,1832.5,234.34375
1,50300,KELP,2034,23,,,,,2036,4,2037,23,,,2035,234.1875
1,50400,RAINFOREST_RESIN,9996,2,9995,21,,,10004,2,10005,21,,,10000,862
1,50400,SQUID_INK,1831,22,,,,,1834,23,,,,,1832.5,210.6640625
1,50400,KELP,2034,22,,,,,2037,23,,,,,2035.5,233.34375
1,50500,KELP,2035,4,2034,28,,,2037,28,,,,,2036,234.7226563
1,50500,RAINFOREST_RESIN,10000,4,9998,7,9996,1,10004,1,10005,27,,,10002,862
1,50500,SQUID_INK,1832,4,1831,28,,,1834,28,,,,,1833,206.921875
1,50600,SQUID_INK,1831,24,,,,,1832,4,1834,24,,,1831.5,197.7109375
1,50600,KELP,2034,24,,,,,2035,4,2037,24,,,2034.5,235.0039063
1,50600,RAINFOREST_RESIN,9998,7,9996,2,9995,22,10000,5,10004,2,10005,22,9999,862
1,50700,RAINFOREST_RESIN,9998,9,9995,20,,,10005,20,,,,,10001.5,862
1,50700,SQUID_INK,1829,20,,,,,1833,20,,,,,1831,149.046875
1,50700,KELP,2034,20,,,,,2037,20,,,,,2035.5,239
1,50800,RAINFOREST_RESIN,9998,7,9996,2,9995,26,10004,2,10005,26,,,10001,862
1,50800,SQUID_INK,1830,28,,,,,1833,28,,,,,1831.5,168.734375
1,50800,KELP,2034,28,,,,,2037,28,,,,,2035.5,234.6367188
1,50900,KELP,2034,29,,,,,2035,5,2037,30,,,2034.5,233.9960938
1,50900,RAINFOREST_RESIN,9998,2,9995,30,,,10000,5,10005,30,,,9999,862
1,50900,SQUID_INK,1831,29,,,,,1832,5,1834,30,,,1831.5,192.5859375
1,51000,SQUID_INK,1831,2,1830,23,,,1834,25,,,,,1832.5,190.890625
1,51000,KELP,2034,25,,,,,2037,25,,,,,2035.5,235.5625
1,51000,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,862
1,51100,RAINFOREST_RESIN,9995,29,,,,,10002,1,10005,29,,,9998.5,862
1,51100,SQUID_INK,1831,32,,,,,1834,29,,,,,1832.5,200.5625
1,51100,KELP,2034,32,,,,,2037,29,,,,,2035.5,236.2890625
1,51200,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,862
1,51200,SQUID_INK,1831,30,,,,,1834,30,,,,,1832.5,215.9609375
1,51200,KELP,2034,30,,,,,2037,30,,,,,2035.5,238.1171875
1,51300,KELP,2034,25,,,,,2037,25,,,,,2035.5,238.875
1,51300,RAINFOREST_RESIN,9996,2,9995,23,,,9998,5,10002,5,10004,2,9997,862
1,51300,SQUID_INK,1830,25,,,,,1833,25,,,,,1831.5,165.015625
1,51400,SQUID_INK,1829,23,,,,,1831,5,1832,23,,,1830,143.7734375
1,51400,KELP,2034,23,,,,,2036,5,2037,23,,,2035,237.7890625
1,51400,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,872
1,51500,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,872
1,51500,SQUID_INK,1829,21,,,,,1832,21,,,,,1830.5,136.3554688
1,51500,KELP,2034,21,,,,,2037,21,,,,,2035.5,241.0351563
1,51600,RAINFOREST_RESIN,9996,2,9995,21,,,10002,5,10004,2,10005,21,9999,880
1,51600,SQUID_INK,1829,3,1828,23,,,1831,23,,,,,1830,97.9765625
1,51600,KELP,2036,3,2034,23,,,2037,23,,,,,2036.5,246.375
1,51700,KELP,2034,32,,,,,2037,32,,,,,2035.5,247.8398438
1,51700,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,880
1,51700,SQUID_INK,1828,2,1827,30,,,1831,32,,,,,1829.5,92.82421875
1,51800,SQUID_INK,1828,25,,,,,1831,25,,,,,1829.5,112.671875
1,51800,KELP,2034,25,,,,,2037,25,,,,,2035.5,248.09375
1,51800,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,880
1,51900,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,880
1,51900,SQUID_INK,1828,28,,,,,1831,28,,,,,1829.5,113.75
1,51900,KELP,2034,28,,,,,2037,28,,,,,2035.5,246.7578125
1,52000,RAINFOREST_RESIN,9998,2,9995,21,,,10000,5,10005,21,,,9999,880
1,52000,SQUID_INK,1829,26,,,,,1830,5,1832,21,,,1829.5,131.0273438
1,52000,KELP,2034,26,,,,,2035,5,2037,21,,,2034.5,247.8007813
1,52100,KELP,2034,1,2033,27,,,2037,28,,,,,2035.5,242.9492188
1,52100,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,880
1,52100,SQUID_INK,1827,28,,,,,1830,28,,,,,1828.5,87
1,52200,SQUID_INK,1827,22,,,,,1830,23,,,,,1828.5,88.203125
1,52200,KELP,2033,23,,,,,2034,1,2037,23,,,2033.5,242.015625
1,52200,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,880
1,52300,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,880
1,52300,SQUID_INK,1827,30,,,,,1831,30,,,,,1829,94.35546875
1,52300,KELP,2033,30,,,,,2037,30,,,,,2035,241.8320313
1,52400,RAINFOREST_RESIN,10002,3,9996,1,9995,20,10004,1,10005,20,,,10003,880
1,52400,SQUID_INK,1834,2,1833,20,,,1835,4,1837,21,,,1834.5,267.640625
1,52400,KELP,2034,1,2033,21,,,2035,4,2037,21,,,2034.5,241.4960938
1,52500,KELP,2033,27,,,,,2037,27,,,,,2035,239.8984375
1,52500,RAINFOREST_RESIN,9996,2,9995,25,,,10004,2,10005,25,,,10000,886
1,52500,SQUID_INK,1834,27,,,,,1837,27,,,,,1835.5,270.4375
1,52600,SQUID_INK,1834,31,,,,,1837,31,,,,,1835.5,277.3046875
1,52600,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,886
1,52600,KELP,2033,31,,,,,2037,31,,,,,2035,241.1796875
1,52700,SQUID_INK,1838,1,1836,25,,,1839,25,,,,,1838.5,333.8242188
1,52700,KELP,2036,1,2033,25,,,2037,25,,,,,2036.5,240.8398438
1,52700,RAINFOREST_RESIN,9996,1,9995,24,,,10002,9,10004,1,10005,24,9999,930
1,52800,SQUID_INK,1839,1,1837,28,,,1840,2,1841,26,,,1839.5,380
1,52800,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,930
1,52800,KELP,2036,1,2033,28,,,2037,28,,,,,2036.5,241.1132813
1,52900,KELP,2033,27,,,,,2037,27,,,,,2035,242.0351563
1,52900,RAINFOREST_RESIN,9996,1,9995,26,,,10002,3,10004,1,10005,26,9999,930
1,52900,SQUID_INK,1839,27,,,,,1842,27,,,,,1840.5,419.3164063
1,53000,RAINFOREST_RESIN,9996,1,9995,29,,,10004,1,10005,29,,,10000,930
1,53000,KELP,2033,30,,,,,2037,30,,,,,2035,242.34375
1,53000,SQUID_INK,1840,1,1839,29,,,1843,30,,,,,1841.5,437.5898438
1,53100,KELP,2033,23,,,,,2037,23,,,,,2035,243.1953125
1,53100,SQUID_INK,1838,23,,,,,1841,23,,,,,1839.5,394.5546875
1,53100,RAINFOREST_RESIN,9996,2,9995,21,,,9998,5,10004,2,10005,21,9997,930
1,53200,SQUID_INK,1839,1,1837,23,,,1841,23,,,,,1840,379.6328125
1,53200,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,940
1,53200,KELP,2036,1,2034,23,,,2037,23,,,,,2036.5,250.453125
1,53300,KELP,2034,20,,,,,2037,20,,,,,2035.5,251.390625
1,53300,SQUID_INK,1840,20,,,,,1843,20,,,,,1841.5,437.6210938
1,53300,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,940
1,53400,RAINFOREST_RESIN,9996,2,9995,30,,,9998,1,10004,2,10005,30,9997,940
1,53400,KELP,2034,39,,,,,2037,32,,,,,2035.5,258.3828125
1,53400,SQUID_INK,1841,7,1840,32,,,1843,2,1844,30,,,1842,464.7382813
1,53500,KELP,2034,25,,,,,2036,2,2037,25,,,2035,257.609375
1,53500,SQUID_INK,1840,25,,,,,1841,2,1843,25,,,1840.5,440.125
1,53500,RAINFOREST_RESIN,9995,25,,,,,10002,7,10005,25,,,9998.5,942
1,53600,SQUID_INK,1840,23,,,,,1843,23,,,,,1841.5,447.5390625
1,53600,RAINFOREST_RESIN,9998,2,9996,1,9995,22,10004,1,10005,22,,,10001,942
1,53600,KELP,2034,23,,,,,2037,23,,,,,2035.5,259.921875
1,53700,KELP,2034,24,,,,,2037,23,,,,,2035.5,261.8046875
1,53700,SQUID_INK,1840,24,,,,,1843,23,,,,,1841.5,454.9453125
1,53700,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,942
1,53800,RAINFOREST_RESIN,9998,8,9995,29,,,10005,29,,,,,10001.5,942
1,53800,KELP,2034,29,,,,,2037,29,,,,,2035.5,263.6796875
1,53800,SQUID_INK,1838,29,,,,,1842,29,,,,,1840,399.015625
1,53900,KELP,2034,26,,,,,2035,4,2037,26,,,2034.5,264.796875
1,53900,SQUID_INK,1838,26,,,,,1839,4,1841,26,,,1838.5,381.5703125
1,53900,RAINFOREST_RESIN,9996,1,9995,25,,,10000,4,10002,8,10004,1,9998,942
1,54000,SQUID_INK,1837,29,,,,,1840,22,,,,,1838.5,334.1953125
1,54000,RAINFOREST_RESIN,9996,1,9995,21,,,10002,1,10004,1,10005,21,9999,942
1,54000,KELP,2034,29,,,,,2037,22,,,,,2035.5,252.7578125
1,54100,SQUID_INK,1839,4,1838,22,,,1841,22,,,,,1840,396
1,54100,KELP,2034,26,,,,,2037,22,,,,,2035.5,256.0859375
1,54100,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,942
1,54200,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,946
1,54200,KELP,2034,20,,,,,2037,21,,,,,2035.5,257.7265625
1,54200,SQUID_INK,1839,20,,,,,1843,21,,,,,1841,441.421875
1,54300,SQUID_INK,1836,28,,,,,1839,28,,,,,1837.5,305.296875
1,54300,KELP,2034,28,,,,,2037,28,,,,,2035.5,258.09375
1,54300,RAINFOREST_RESIN,10002,1,9996,2,9995,26,10004,2,10005,26,,,10003,946
1,54400,SQUID_INK,1836,22,,,,,1839,22,,,,,1837.5,294.34375
1,54400,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,948
1,54400,KELP,2034,22,,,,,2037,22,,,,,2035.5,257.234375
1,54500,SQUID_INK,1835,29,,,,,1838,29,,,,,1836.5,274.0625
1,54500,KELP,2034,29,,,,,2037,29,,,,,2035.5,260.5625
1,54500,RAINFOREST_RESIN,9996,2,9995,27,,,10002,2,10004,2,10005,27,9999,948
1,54600,RAINFOREST_RESIN,10002,2,9996,1,9995,29,10004,1,10005,29,,,10003,948
1,54600,KELP,2034,30,,,,,2037,30,,,,,2035.5,257.65625
1,54600,SQUID_INK,1836,30,,,,,1839,30,,,,,1837.5,297.0546875
1,54700,SQUID_INK,1839,23,,,,,1842,23,,,,,1840.5,418.890625
1,54700,KELP,2034,23,,,,,2037,23,,,,,2035.5,257.25
1,54700,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,952
1,54800,SQUID_INK,1840,32,,,,,1843,25,,,,,1841.5,469
1,54800,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,976
1,54800,KELP,2034,32,,,,,2037,25,,,,,2035.5,258.1484375
1,54900,SQUID_INK,1839,24,,,,,1841,1,1842,24,,,1840,435.015625
1,54900,KELP,2034,24,,,,,2036,1,2037,24,,,2035,262.1171875
1,54900,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,976
1,55000,RAINFOREST_RESIN,9996,2,9995,20,,,10004,2,10005,20,,,10000,976
1,55000,KELP,2034,22,,,,,2036,7,2037,22,,,2035,261.6953125
1,55000,SQUID_INK,1839,22,,,,,1841,7,1842,22,,,1840,420.4375
1,55100,SQUID_INK,1839,26,,,,,1842,26,,,,,1840.5,424.28125
1,55100,KELP,2034,26,,,,,2037,26,,,,,2035.5,259.3359375
1,55100,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,976
1,55200,KELP,2034,25,,,,,2037,26,,,,,2035.5,259.7265625
1,55200,SQUID_INK,1837,25,,,,,1841,26,,,,,1839,374.4140625
1,55200,RAINFOREST_RESIN,9998,8,9996,1,9995,25,10004,1,10005,25,,,10001,976
1,55300,SQUID_INK,1836,22,,,,,1838,3,1839,22,,,1837,313.59375
1,55300,RAINFOREST_RESIN,9995,22,,,,,10002,5,10005,22,,,9998.5,976
1,55300,KELP,2034,22,,,,,2036,3,2037,22,,,2035,259.3359375
1,55400,RAINFOREST_RESIN,9998,7,9996,1,9995,27,10004,1,10005,27,,,10001,976
1,55400,KELP,2034,33,,,,,2037,28,,,,,2035.5,256.5703125
1,55400,SQUID_INK,1837,5,1836,28,,,1839,28,,,,,1838,323.1484375
1,55500,KELP,2034,24,,,,,2036,2,2037,24,,,2035,256.25
1,55500,SQUID_INK,1840,24,,,,,1842,2,1843,24,,,1841,478.234375
1,55500,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,976
1,55600,KELP,2034,23,,,,,2037,23,,,,,2035.5,256.2421875
1,55600,SQUID_INK,1840,23,,,,,1844,23,,,,,1842,481.7734375
1,55600,RAINFOREST_RESIN,9995,23,,,,,10002,9,10005,23,,,9998.5,976
1,55700,SQUID_INK,1840,22,,,,,1843,22,,,,,1841.5,453.140625
1,55700,RAINFOREST_RESIN,9996,1,9995,21,,,10002,7,10004,1,10005,21,9999,976
1,55700,KELP,2034,22,,,,,2037,22,,,,,2035.5,254.671875
1,55800,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,976
1,55800,KELP,2034,9,2033,25,,,2037,26,,,,,2035.5,252.3203125
1,55800,SQUID_INK,1839,34,,,,,1842,26,,,,,1840.5,433.828125
1,55900,KELP,2035,4,2034,20,,,2037,20,,,,,2036,253.890625
1,55900,SQUID_INK,1840,4,1839,20,,,1842,20,,,,,1841,432.421875
1,55900,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,976
1,56000,KELP,2035,2,2034,25,,,2036,7,2037,25,,,2035.5,253.8984375
1,56000,SQUID_INK,1837,2,1836,25,,,1838,7,1839,1,1840,24,1837.5,338.9570313
1,56000,RAINFOREST_RESIN,10000,2,9996,1,9995,24,10002,6,10004,1,10005,24,10001,976
1,56100,SQUID_INK,1837,28,,,,,1840,28,,,,,1838.5,351.4804688
1,56100,RAINFOREST_RESIN,9996,1,9995,27,,,9998,1,10002,3,10004,1,9997,976
1,56100,KELP,2034,1,2033,27,,,2037,28,,,,,2035.5,251.9296875
1,56200,RAINFOREST_RESIN,9996,1,9995,30,,,10000,4,10004,1,10005,30,9998,978
1,56200,KELP,2034,31,,,,,2035,4,2037,31,,,2034.5,256.28125
1,56200,SQUID_INK,1834,31,,,,,1835,4,1837,31,,,1834.5,266.8632813
1,56300,KELP,2034,28,,,,,2037,28,,,,,2035.5,259.1640625
1,56300,SQUID_INK,1835,28,,,,,1838,28,,,,,1836.5,294.328125
1,56300,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,978
1,56400,KELP,2034,2,2033,27,,,2037,29,,,,,2035.5,253.5
1,56400,SQUID_INK,1835,29,,,,,1838,29,,,,,1836.5,298.421875
1,56400,RAINFOREST_RESIN,9996,2,9995,27,,,10004,2,10005,27,,,10000,978
1,56500,SQUID_INK,1836,21,,,,,1839,21,,,,,1837.5,345.203125
1,56500,RAINFOREST_RESIN,9995,21,,,,,10002,9,10005,21,,,9998.5,978
1,56500,KELP,2034,21,,,,,2037,21,,,,,2035.5,255.234375
1,56600,RAINFOREST_RESIN,9996,2,9995,28,,,10002,2,10004,2,10005,28,9999,978
1,56600,KELP,2034,30,,,,,2036,3,2037,30,,,2035,254.7734375
1,56600,SQUID_INK,1839,30,,,,,1840,3,1842,30,,,1839.5,433.046875
1,56700,KELP,2033,27,,,,,2034,2,2037,27,,,2033.5,249.3984375
1,56700,SQUID_INK,1841,25,,,,,1844,27,,,,,1842.5,517.578125
1,56700,RAINFOREST_RESIN,9998,5,9995,27,,,10005,27,,,,,10001.5,978
1,56800,KELP,2034,8,2033,23,,,2037,23,,,,,2035.5,253.359375
1,56800,SQUID_INK,1841,31,,,,,1844,23,,,,,1842.5,514.40625
1,56800,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,978
1,56900,SQUID_INK,1842,21,,,,,1845,21,,,,,1843.5,573.421875
1,56900,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,978
1,56900,KELP,2034,1,2033,20,,,2037,21,,,,,2035.5,253.359375
1,57000,RAINFOREST_RESIN,9996,2,9995,20,,,10002,10,10004,2,10005,20,9999,978
1,57000,KELP,2034,2,2033,20,,,2037,22,,,,,2035.5,252.453125
1,57000,SQUID_INK,1843,22,,,,,1846,22,,,,,1844.5,593.015625
1,57100,KELP,2036,1,2033,24,,,2037,24,,,,,2036.5,252.46875
1,57100,SQUID_INK,1846,1,1844,24,,,1848,24,,,,,1847,659.796875
1,57100,RAINFOREST_RESIN,9998,6,9995,24,,,10005,24,,,,,10001.5,978
1,57200,KELP,2034,1,2033,25,,,2037,26,,,,,2035.5,256.015625
1,57200,SQUID_INK,1847,26,,,,,1850,26,,,,,1848.5,735.078125
1,57200,RAINFOREST_RESIN,9998,5,9996,1,9995,25,10004,1,10005,25,,,10001,978
1,57300,SQUID_INK,1847,31,,,,,1849,1,1850,31,,,1848,748.265625
1,57300,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,978
1,57300,KELP,2034,1,2033,30,,,2035,1,2037,31,,,2034.5,255.5546875
1,57400,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,978
1,57400,KELP,2034,1,2033,27,,,2037,28,,,,,2035.5,256.0078125
1,57400,SQUID_INK,1846,28,,,,,1849,28,,,,,1847.5,707.515625
1,57500,KELP,2034,2,2033,21,,,2037,21,,,,,2035.5,254.6640625
1,57500,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,978
1,57500,SQUID_INK,1844,2,1843,21,,,1847,21,,,,,1845.5,616.1796875
1,57600,KELP,2035,5,2034,2,2033,20,2037,22,,,,,2036,253.7578125
1,57600,SQUID_INK,1843,5,1841,22,,,1845,22,,,,,1844,546.40625
1,57600,RAINFOREST_RESIN,10000,4,9996,2,9995,20,10004,2,10005,20,,,10002,978
1,57700,RAINFOREST_RESIN,9998,2,9996,1,9995,21,10004,1,10005,21,,,10001,978
1,57700,SQUID_INK,1839,22,,,,,1842,22,,,,,1840.5,477.5664063
1,57700,KELP,2034,1,2033,21,,,2037,22,,,,,2035.5,253.1484375
1,57800,RAINFOREST_RESIN,9996,2,9995,26,,,10002,4,10004,2,10005,26,9999,978
1,57800,KELP,2034,9,2033,26,,,2037,28,,,,,2035.5,253.140625
1,57800,SQUID_INK,1840,35,,,,,1843,28,,,,,1841.5,496.6484375
1,57900,KELP,2033,28,,,,,2034,5,2037,28,,,2033.5,252.3359375
1,57900,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,978
1,57900,SQUID_INK,1840,23,,,,,1843,28,,,,,1841.5,499.1484375
1,58000,KELP,2033,28,,,,,2037,28,,,,,2035,257.4453125
1,58000,SQUID_INK,1840,28,,,,,1843,28,,,,,1841.5,497.9296875
1,58000,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,978
1,58100,RAINFOREST_RESIN,9998,7,9995,20,,,10005,20,,,,,10001.5,978
1,58100,SQUID_INK,1837,20,,,,,1841,20,,,,,1839,460.1054688
1,58100,KELP,2033,20,,,,,2037,20,,,,,2035,269.40625
1,58200,RAINFOREST_RESIN,9996,2,9995,27,,,10004,2,10005,27,,,10000,1006
1,58200,KELP,2033,29,,,,,2037,29,,,,,2035,269.4257813
1,58200,SQUID_INK,1837,29,,,,,1840,29,,,,,1838.5,453.9257813
1,58300,KELP,2033,30,,,,,2037,30,,,,,2035,270.0195313
1,58300,RAINFOREST_RESIN,9996,2,9995,28,,,10004,2,10005,28,,,10000,1006
1,58300,SQUID_INK,1836,30,,,,,1840,30,,,,,1838,441.84375
1,58400,KELP,2033,25,,,,,2037,25,,,,,2035,268.1757813
1,58400,SQUID_INK,1837,25,,,,,1840,25,,,,,1838.5,453.9648438
1,58400,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,1006
1,58500,RAINFOREST_RESIN,9998,3,9996,2,9995,20,10004,2,10005,20,,,10001,1006
1,58500,SQUID_INK,1841,22,,,,,1843,2,1844,22,,,1842,526.3125
1,58500,KELP,2033,22,,,,,2035,2,2037,22,,,2034,267.265625
1,58600,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,1006
1,58600,SQUID_INK,1840,23,,,,,1843,23,,,,,1841.5,500.34375
1,58600,KELP,2033,23,,,,,2037,23,,,,,2035,268.1835938
1,58700,KELP,2033,30,,,,,2035,4,2037,30,,,2034,269.5351563
1,58700,RAINFOREST_RESIN,9996,1,9995,29,,,9998,1,10000,4,10004,1,9997,1006
1,58700,SQUID_INK,1838,1,1837,29,,,1839,4,1841,30,,,1838.5,458.921875
1,58800,SQUID_INK,1837,31,,,,,1839,5,1840,1,1841,30,1838,456.5429688
1,58800,KELP,2034,1,2033,30,,,2035,5,2037,31,,,2034.5,273.0078125
1,58800,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,1008
1,58900,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,1012
1,58900,SQUID_INK,1841,1,1839,25,,,1842,25,,,,,1841.5,504.1679688
1,58900,KELP,2036,1,2034,2,2033,23,2037,25,,,,,2036.5,274.5585938
1,59000,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,1012
1,59000,SQUID_INK,1839,24,,,,,1842,24,,,,,1840.5,510.1640625
1,59000,KELP,2034,1,2033,23,,,2037,24,,,,,2035.5,275.2148438
1,59100,KELP,2034,1,2033,20,,,2037,21,,,,,2035.5,275.2265625
1,59100,RAINFOREST_RESIN,9998,7,9996,1,9995,20,10004,1,10005,20,,,10001,1012
1,59100,SQUID_INK,1840,21,,,,,1843,21,,,,,1841.5,520.6953125
1,59200,SQUID_INK,1842,10,1840,33,,,1843,25,,,,,1842.5,529.8945313
1,59200,KELP,2036,10,2034,33,,,2037,25,,,,,2036.5,278.0546875
1,59200,RAINFOREST_RESIN,10002,1,9996,2,9995,23,10004,2,10005,23,,,10003,1012
1,59300,RAINFOREST_RESIN,9998,5,9995,22,,,10005,22,,,,,10001.5,1014
1,59300,SQUID_INK,1841,22,,,,,1844,22,,,,,1842.5,538.9550781
1,59300,KELP,2034,22,,,,,2037,22,,,,,2035.5,285.7070313
1,59400,RAINFOREST_RESIN,10002,1,9995,23,,,10005,23,,,,,10003.5,1014
1,59400,SQUID_INK,1842,23,,,,,1845,23,,,,,1843.5,556.4023438
1,59400,KELP,2033,23,,,,,2037,23,,,,,2035,284.96875
1,59500,KELP,2034,2,2033,22,,,2037,24,,,,,2035.5,284.3867188
1,59500,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,1064
1,59500,SQUID_INK,1841,24,,,,,1844,24,,,,,1842.5,541.6953125
1,59600,KELP,2034,1,2033,24,,,2037,25,,,,,2035.5,284.9492188
1,59600,SQUID_INK,1841,25,,,,,1844,25,,,,,1842.5,542.4570313
1,59600,RAINFOREST_RESIN,10002,1,9996,1,9995,24,10004,1,10005,24,,,10003,1064
1,59700,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,1066
1,59700,SQUID_INK,1844,1,1842,26,,,1845,26,,,,,1844.5,563.5117188
1,59700,KELP,2036,1,2034,26,,,2037,26,,,,,2036.5,285.4921875
1,59800,RAINFOREST_RESIN,9998,9,9996,2,9995,22,10004,2,10005,22,,,10001,1066
1,59800,SQUID_INK,1843,24,,,,,1846,2,1847,22,,,1844.5,588.84375
1,59800,KELP,2034,24,,,,,2037,24,,,,,2035.5,287.9765625
1,59900,KELP,2034,25,,,,,2036,4,2037,25,,,2035,287.984375
1,59900,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,1066
1,59900,SQUID_INK,1845,25,,,,,1847,4,1848,25,,,1846,618.9140625
1,60000,SQUID_INK,1842,31,,,,,1845,26,,,,,1843.5,550.6757813
1,60000,KELP,2034,31,,,,,2037,26,,,,,2035.5,284.6796875
1,60000,RAINFOREST_RESIN,9996,1,9995,25,,,9998,3,10002,10,10004,1,9997,1066
1,60100,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,1072
1,60100,SQUID_INK,1845,28,,,,,1848,28,,,,,1846.5,613.1679688
1,60100,KELP,2034,28,,,,,2037,28,,,,,2035.5,287.3125
1,60200,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,1072
1,60200,SQUID_INK,1842,26,,,,,1845,1,1846,25,,,1843.5,565.6328125
1,60200,KELP,2034,26,,,,,2037,26,,,,,2035.5,287.0820313
1,60300,KELP,2034,1,2033,23,,,2037,24,,,,,2035.5,284.0820313
1,60300,RAINFOREST_RESIN,9998,3,9996,1,9995,23,10004,1,10005,23,,,10001,1072
1,60300,SQUID_INK,1839,24,,,,,1842,24,,,,,1840.5,499.609375
1,60400,SQUID_INK,1839,24,,,,,1842,24,,,,,1840.5,488.265625
1,60400,KELP,2034,24,,,,,2037,24,,,,,2035.5,284.96875
1,60400,RAINFOREST_RESIN,9996,2,9995,22,,,9998,1,10004,2,10005,22,9997,1072
1,60500,RAINFOREST_RESIN,9995,25,,,,,10000,2,10005,25,,,9997.5,1094
1,60500,SQUID_INK,1842,25,,,,,1843,2,1846,25,,,1842.5,566.3515625
1,60500,KELP,2033,25,,,,,2035,2,2037,25,,,2034,282.015625
1,60600,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,1094
1,60600,SQUID_INK,1840,21,,,,,1843,1,1844,21,,,1841.5,520.84375
1,60600,KELP,2033,21,,,,,2037,22,,,,,2035,283.1484375
1,60700,KELP,2036,9,2033,24,,,2037,24,,,,,2036.5,284.0390625
1,60700,RAINFOREST_RESIN,9998,10,9995,24,,,10005,24,,,,,10001.5,1134
1,60700,SQUID_INK,1842,9,1840,24,,,1843,24,,,,,1842.5,508.8984375
1,60800,SQUID_INK,1842,1,1840,28,,,1843,28,,,,,1842.5,519.3320313
1,60800,KELP,2036,1,2034,28,,,2037,28,,,,,2036.5,292.5898438
1,60800,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,1134
1,60900,RAINFOREST_RESIN,9998,10,9995,29,,,10005,29,,,,,10001.5,1134
